RadioFreq,Sex,SexBin,event,RadioDays,enter,exit,Year,STUDYAREA,StudyAreaBin,Initial Fate,Final cause,PRECIP,PREVPRECIP,LIONREMOV,Lion Difference,air_coyote_density,ground_coyote_density,TotalCRD,Trap_Site,Calc_age,Capture_Date,Date_Fate,Est_Birth_Date,start of season,Trap_Site,KM_Fate,Personnel,Trap_Longitude,Trap_Latitude,Elevation,Fate_Longitude,Fate_Latitude,,,,,,,,,,,,,,,,s02
153.14,F,0,1,57,9,66,2001,73A,0,CoyotePr,Coyote,2.83,3.01,4.43,2.23,54.078,23.94,78.01,SAND HOLLOW,9,6/11/2001,8/7/2001,6/2/2001,5/19/2001,SAND HOLLOW,0,"KEN,AMY,HURLEY",355972,4708958,5700,355744,4709239,,,,,,,,,,,,,,,,
153.24,M,1,1,8,3.9,11.9,2001,73A,0,Predation/septicemia,Predation,2.83,3.01,4.43,2.23,54.078,23.94,78.01,BUCK CANYON,3.9,6/12/2001,6/20/2001,6/8/2001,5/19/2001,BUCK CANYON,0,"HICKEY,JUZA",353761,4716313,,354342,4716145,,,,,,,,,,,,,,,,
153.41,M,1,1,63,9,72,2001,73A,0,CoyotePr,Coyote,2.83,3.01,4.43,2.23,54.078,23.94,78.01,EAST FORK,9,6/7/2001,8/9/2001,5/29/2001,5/19/2001,EAST FORK,0,"JUZA,BARBER",0,0,,350308,4713851,,,,,,,,,,,,,,,,
153.44,F,0,1,2,6.45,8.45,2001,73A,0,CoyotePr,Coyote,2.83,3.01,4.43,2.23,54.078,23.94,78.01,EAST FORK,6.45,6/4/2001,6/6/2001,5/28/2001,5/19/2001,EAST FORK,0,,0,0,,350193,4714334,,,,,,,,,,,,,,,,
153.529,M,1,1,61,3.9,64.9,2001,73A,0,CoyotePr,Coyote,2.83,3.01,4.43,2.23,54.078,23.94,78.01,SAGEHEN SPRINGS,3.9,6/2/2001,8/2/2001,5/29/2001,5/19/2001,SAGEHEN SPRINGS,0,"HURLEY,JULES",357506,4687940,6400,355705,4687512,,,,,,,,,,,,,,,,
153.59,F,0,1,132,6.45,138.45,2001,73A,0,ProbableCoyote,Coyote,2.83,3.01,4.43,2.23,54.078,23.94,78.01,SAGEHEN SPRINGS,6.45,6/4/2001,10/14/2001,5/28/2001,5/19/2001,SAGEHEN SPRINGS,0,"MEINTS, HOLLIE",357519,4688301,6400,355500,4687500,,,,,,,,,,,,,,,,
153.818,M,1,1,20,1.35,21.35,2001,73A,0,Predation/septicemia,Predation,2.83,3.01,4.43,2.23,54.078,23.94,78.01,N. BULL CANYON,1.35,6/5/2001,6/25/2001,6/3/2001,5/19/2001,N. BULL CANYON,0,SCOTT,362580,4696476,,362085,4696139,,,,,,,,,,,,,,,,
153.19,M,1,1,117,6.45,123.45,2002,56,1,CoyotePr,Coyote,2.65,4.52,1.32,0,0,0,0,ASPEN MTN,6.45,6/14/2002,10/9/2002,6/7/2002,5/19/2002,ASPEN MTN,0,"Scott,Jared,Jules",347726,4681173,,348044,4681337,,,,,,,,,,,,,,,,Y
153.35,F,0,1,4,1.35,5.35,1998,73A,0,LionPred,Lion,6.22,5.6,8.87,7.11,52.31,0,52.31,BUCK CANYON,1.35,6/14/1998,6/18/1998,6/12/1998,5/19/1998,BUCK CANYON,0,DENNING#1,352521,4710631,,352521,4710631,,,,,,,,,,,,,,,,
153.52,M,1,1,4,1.35,5.35,1998,73A,0,LionPred,Lion,6.22,5.6,8.87,7.11,52.31,0,52.31,BUCK CANYON,1.35,6/14/1998,6/18/1998,6/12/1998,5/19/1998,BUCK CANYON,0,DENNING#2,352521,4710631,,352521,4710631,,,,,,,,,,,,,,,,
153.55,F,0,1,24,3.9,27.9,1998,73A,0,LionPred,Lion,6.22,5.6,8.87,7.11,52.31,0,52.31,SAND HOLLOW,3.9,6/26/1998,7/20/1998,6/22/1998,5/19/1998,SAND HOLLOW,0,"HURLEY, NEWSPAPER",355336,4711261,6060,0,0,,,,,,,,,,,,,,,,
153.21,M,1,1,57,4.37,61.37,1999,56,1,LionPred,Lion,3.91,4.81,2.64,0,0,0,0,HEYDLAUFF CYN,4.37,6/1/1999,7/28/1999,5/27/1999,5/19/1999,HEYDLAUFF CYN,0,JGUNNELL,343346,4686543,6160,0,0,,,,,,,,,,,,,,,,
153.27,F,0,1,36,3.9,39.9,1999,56,1,LionPred,Lion,3.91,4.81,2.64,0,0,0,0,LAKE CYN,3.9,6/19/1999,7/25/1999,6/15/1999,5/19/1999,LAKE CYN,0,"JUZA, GUNNELL,HURLEY",331494,4694695,6360,0,0,,,,,,,,,,,,,,,,
153.46,F,0,1,21,3.9,24.9,1999,73A,0,LionPred,Lion,3.91,4.81,14.18,11.54,63.829,14.18,78.01,HOLLOW CRK,3.9,6/1/1999,6/22/1999,5/28/1999,5/19/1999,BAKER CYN,0,"NICKISCH, HURLEY",365285,4695375,6080,364741,4695816,,,,,,,,,,,,,,,,
153.11,M,1,1,111,11.55,122.55,2000,56,1,LionPred,Lion,1.02,3,1.76,0,0,0,0,VAN KAMP CRK,11.55,6/12/2000,10/1/2000,5/31/2000,5/19/2000,VAN KAMP CRK,0,"GUNNELL, SANDS",328635,4690308,,329413,4689757,,,,,,,,,,,,,,,,
153.15,M,1,1,95,1.35,96.35,2000,56,1,LionPred,Lion,1.02,3,1.76,0,0,0,0,STATION FORK SUBLETT,1.35,6/12/2000,9/15/2000,6/10/2000,5/19/2000,STATION FORK SUBLETT,0,"HOLMAN,OLSEN,PRICE",0,0,,337937,4690430,,,,,,,,,,,,,,,,
153.18,M,1,1,48,3.9,51.9,2000,56,1,Probablelion,Lion,1.02,3,1.76,0,0,0,0,FALL CR,3.9,6/13/2000,7/31/2000,6/9/2000,5/19/2000,FALL CR,0,"HOLMAN,OLSEN",0,0,,331133,4691466,,,,,,,,,,,,,,,,
153.21,F,0,1,63,6.45,69.45,2000,56,1,LionPred,Lion,1.02,3,1.76,0,0,0,0,ASPEN MTN,6.45,6/7/2000,8/9/2000,5/31/2000,5/19/2000,ASPEN MTN,0,"HURLEY,KUCK",346997,4680098,6350,348642,4679400,,,,,,,,,,,,,,,,
153.53,M,1,1,82,6.45,88.45,2000,56,1,LionPred,Lion,1.02,3,1.76,0,0,0,0,SIDE CANYON,6.45,6/10/2000,8/31/2000,6/3/2000,5/19/2000,SIDE CANYON,0,"JUZA,HOLLIE",342988,4696190,,344535,4696097,,,,,,,,,,,,,,,,
153.57,M,1,1,59,1.35,60.35,2000,56,1,LionPred,Lion,1.02,3,1.76,0,0,0,0,SIDE CANYON,1.35,6/8/2000,8/6/2000,6/6/2000,5/19/2000,SIDE CANYON,0,NONE GIVEN,343180,4695988,,342648,4695499,,,,,,,,,,,,,,,,
153.45,F,0,1,5,9,14,2000,73A,0,LionPred,Lion,1.02,3,8.87,7.11,79.78,14.18,93.97,SAGEHEN SPRINGS,9,6/7/2000,6/12/2000,5/29/2000,5/19/2000,SAGEHEN SPRINGS,0,"GUNNELL,MAC",357225,4688223,,357323,4688090,,,,,,,,,,,,,,,,
153.46,F,0,1,171,9,180,2000,73A,0,LionPred,Lion,1.02,3,8.87,7.11,79.78,14.18,93.97,EAST FORK,9,6/12/2000,11/30/2000,6/3/2000,5/19/2000,EAST FORK,0,JUZA,351585,4714456,,351945,4714081,,,,,,,,,,,,,,,,
153.05,M,1,1,30,11.55,41.55,2001,56,1,LionPred,Lion,2.83,3.01,2.2,0,0,0,0,HEYDLAUFF CYN,11.55,6/10/2001,7/10/2001,5/29/2001,5/19/2001,HEYDLAUFF CYN,0,"BARBER,HOLLIE,SEGLUN",342891,4686983,6280,342855,4686583,,,,,,,,,,,,,,,,
153.332,F,0,1,42,0,42,2001,56,1,LionPred,Lion,2.83,3.01,2.2,0,0,0,0,PINE SPRINGS,0,6/6/2001,7/18/2001,6/6/2001,5/19/2001,PINE SPRINGS,0,"MEINTS,HOLLIE,JULES",341378,4683701,,341082,4684581,,,,,,,,,,,,,,,,
153.04,M,1,1,77,1.35,78.35,2002,56,1,LionPred,Lion,2.65,4.52,1.32,0,0,0,0,VAN KAMP,1.35,6/5/2002,8/21/2002,6/3/2002,5/19/2002,VAN KAMP,0,"Gunnell,Jared,Chris",329610,4690455,5875,329995,4689935,,,,,,,,,,,,,,,,Y
153.09,M,1,1,42,11.55,53.55,2002,56,1,LionPred,Lion,2.65,4.52,1.32,0,0,0,0,SUBLETT TROUGHS,11.55,6/17/2002,7/29/2002,6/5/2002,5/19/2002,SUBLETT TROUGHS,0,"Muir, Hurley",343387,4681364,,343170,4681515,,,,,,,,,,,,,,,,Y
153.61,M,1,1,66,1.35,67.35,2002,56,1,LionPred,Lion,2.65,4.52,1.32,0,0,0,0,ASPEN MTN,1.35,6/6/2002,8/11/2002,6/4/2002,5/19/2002,ASPEN MTN,0,"Compton,Scott,Jules",343243,4681867,,342645,4683920,,,,,,,,,,,,,,,,Y
153.38,F,0,1,3,0,3,1998,56,1,Natural/,Natural,6.22,5.6,1.76,0,0,0,0,S FORK SUBLETT CR,0,6/12/1998,6/15/1998,6/12/1998,5/19/1998,S FORK SUBLETT CR,0,,338452,4687377,5880,0,0,,,,,,,,,,,,,,,,
153.442,F,0,1,40,14.1,54.1,1998,73A,0,Natural,Natural,6.22,5.6,8.87,7.11,52.31,0,52.31,BAKER CANYON,14.1,6/9/1998,7/19/1998,5/25/1998,5/19/1998,BAKER CANYON,0,"Hurley, Anderson",365014,4696312,6640,0,0,,,,,,,,,,,,,,,,
153.512,M,1,1,65,9,74,1998,73A,0,Possiblenatural,Natural,6.22,5.6,8.87,7.11,52.31,0,52.31,EAST FORK,9,6/14/1998,8/18/1998,6/5/1998,5/19/1998,EAST FORK,0,"HURLEY, DENNING",351481,4714095,4920,0,0,,,,,,,,,,,,,,,,
153.13,M,1,1,12,0,12,1999,56,1,Natural,Natural,3.91,4.81,2.64,0,0,0,0,TWIN CANYONS,0,6/15/1999,6/27/1999,6/15/1999,5/19/1999,TWIN CANYONS,0,"NELLIS,SMITH,RENALDI",0,0,,0,0,,,,,,,,,,,,,,,,
153.29,F,0,1,1,9,10,1999,56,1,Probablehypothern,Natural,3.91,4.81,2.64,0,0,0,0,TUSSING/WINDY CAN,9,5/28/1999,5/29/1999,5/19/1999,5/19/1999,TUSSING/WINDY CAN,0,JUZA,0,0,,0,0,,,,,,,,,,,,,,,,
153.07,M,1,1,71,1.35,72.35,2000,56,1,Disease(,Natural,1.02,3,1.76,0,0,0,0,ELBOW CYN,1.35,6/10/2000,8/20/2000,6/8/2000,5/19/2000,ELBOW CYN,0,"PORTER,THOMAS",341355,4687015,6640,341601,4686817,,,,,,,,,,,,,,,,
153.56,M,1,1,6,1.35,7.35,2000,56,1,Natural,Natural,1.02,3,1.76,0,0,0,0,SIDE CANYON,1.35,6/6/2000,6/12/2000,6/4/2000,5/19/2000,SIDE CANYON,0,"JUZA,ANNA",0,0,,341975,4695957,,,,,,,,,,,,,,,,
153.02,F,0,1,53,3.9,56.9,2000,73A,0,Disease(,Natural,1.02,3,8.87,7.11,79.78,14.18,93.97,SAGEHEN SPRINGS,3.9,6/6/2000,7/29/2000,6/2/2000,5/19/2000,SAGEHEN SPRINGS,0,"MAC,SEGLUND,DEBRA",358038,4688752,,357460,4688418,,,,,,,,,,,,,,,,
153.26,F,0,1,40,11.55,51.55,2000,73A,0,Disease(,Natural,1.02,3,8.87,7.11,79.78,14.18,93.97,DEEP CRK PEAK,11.55,6/13/2000,7/23/2000,6/1/2000,5/19/2000,DEEP CRK PEAK,0,"COMPTON,SEGLUND,HANS",0,0,,366492,4702010,,,,,,,,,,,,,,,,
153.42,M,1,1,43,11.53,54.53,2000,73A,0,Disease(,Natural,1.02,3,8.87,7.11,79.78,14.18,93.97,DEEP CRK PEAK,11.53,6/13/2000,7/26/2000,6/1/2000,5/19/2000,DEEP CRK PEAK,0,"COMPTON, HANSEN",0,0,,365744,4701942,,,,,,,,,,,,,,,,
153.49,M,1,1,3,11.55,14.55,2000,73A,0,Natural,Natural,1.02,3,8.87,7.11,79.78,14.18,93.97,SAGEHEN SPRINGS,11.55,6/8/2000,6/11/2000,5/27/2000,5/19/2000,SAGEHEN SPRINGS,0,"GUNNELL,MAC",355938,4689319,6800,356209,4689614,,,,,,,,,,,,,,,,
153.09,M,1,1,2,0,2,2001,56,1,Starvati,Natural,2.83,3.01,2.2,0,0,0,0,N. TWIN CYN,0,6/14/2001,6/16/2001,6/14/2001,5/19/2001,N. TWIN CYN,0,"GUNNELL, YENGLIN",336843,4686461,,336810,4686637,,,,,,,,,,,,,,,,
153.22,M,1,1,1,3.9,4.9,2001,73A,0,Uremia,Natural,2.83,3.01,4.43,2.23,54.078,23.94,78.01,BUCK CANYON,3.9,6/12/2001,6/13/2001,6/8/2001,5/19/2001,BUCK CANYON,0,"MUIR,JUZA,HICKEY",353761,4716311,,353745,4716313,,,,,,,,,,,,,,,,
153.39,F,0,1,60,3.9,63.9,2001,73A,0,Natural,Natural,2.83,3.01,4.43,2.23,54.078,23.94,78.01,SAND HOLLOW,3.9,6/7/2001,8/6/2001,6/3/2001,5/19/2001,SAND HOLLOW,0,"MUIR,SCHWARTZ,HICKEY",354849,4709600,5320,354669,4709827,,,,,,,,,,,,,,,,
153.709,M,1,1,41,9,50,2001,73A,0,Disease,Natural,2.83,3.01,4.43,2.23,54.078,23.94,78.01,BAKER CANYON,9,6/5/2001,7/16/2001,5/27/2001,5/19/2001,BAKER CANYON,0,"HOLLIE,HURLEY",364991,4695850,6500,364567,4695969,,,,,,,,,,,,,,,,
153.06,F,0,1,15,1.35,16.35,2002,56,1,Unknown(,Natural,2.65,4.52,1.32,0,0,0,0,VAN KAMP,1.35,6/5/2002,6/20/2002,6/3/2002,5/19/2002,VAN KAMP,0,"Gunnell,Jared,Chris",329610,4690455,,328798,4690260,,,,,,,,,,,,,,,,Y
153.09,M,1,1,37,1.35,38.35,2002,56,1,Disease/,Natural,2.65,4.52,1.32,0,0,0,0,S. OF WARD CYN,1.35,6/5/2002,7/12/2002,6/3/2002,5/19/2002,S. OF WARD CYN,0,"Olson,Morris",335335,4690773,,335198,4690755,,,,,,,,,,,,,,,,Y
153.11,M,1,1,22,0,22,2002,56,1,Unknown(,Natural,2.65,4.52,1.32,0,0,0,0,VAN/SHIRLEY DIVIDE,0,6/3/2002,6/25/2002,6/3/2002,5/19/2002,VAN/SHIRLEY DIVIDE,0,"Gunnell,Jared,Chris",328749,4692054,,329410,4691857,,,,,,,,,,,,,,,,Y
153.53,F,0,1,10,1.35,11.35,2002,56,1,Unknown(,Natural,2.65,4.52,1.32,0,0,0,0,SIDE CANYON,1.35,6/6/2002,6/16/2002,6/4/2002,5/19/2002,SIDE CANYON,0,"Juza,Muir",341902,4693631,,342146,4693990,,,,,,,,,,,,,,,,Y
153.59,M,1,1,10,1.35,11.35,2002,56,1,Pneumoni,Natural,2.65,4.52,1.32,0,0,0,0,SIDE CANYON,1.35,6/6/2002,6/16/2002,6/4/2002,5/19/2002,SIDE CANYON,0,Juza,341902,4693631,,342129,4693990,,,,,,,,,,,,,,,,Y
153.409,M,1,1,2,3.9,5.9,2002,73A,0,Unknown(,Natural,2.65,4.52,2.66,1.34,101.95,23.94,125.88,SAGEHEN SPRINGS,3.9,6/13/2002,6/15/2002,6/9/2002,5/19/2002,SAGEHEN SPRINGS,0,"Muir,Hickey",0,0,,0,0,,,,,,,,,,,,,,,,Y
153.709,M,1,1,71,3.9,74.9,2002,73A,0,Unknown,Natural,2.65,4.52,2.66,1.34,101.95,23.94,125.88,HAYES CANYON,3.9,6/10/2002,8/20/2002,6/6/2002,5/19/2002,HAYES CANYON,0,"Hurley,Hollie",356737,4698219,,355464,4699192,,,,,,,,,,,,,,,,Y
153.719,F,0,1,2,3.9,5.9,2002,73A,0,exposure,Natural,2.65,4.52,2.66,1.34,101.95,23.94,125.88,DRY CANYON,3.9,6/10/2002,6/12/2002,6/6/2002,5/19/2002,DRY CANYON,0,"Hollie,Muir,Hurley",355892,4706714,,356093,4706453,,,,,,,,,,,,,,,,Y
153.99,M,1,1,22,3.9,25.9,2002,73A,0,Unknown(,Natural,2.65,4.52,2.66,1.34,101.95,23.94,125.88,BAKER CANYON,3.9,6/3/2002,6/25/2002,5/30/2002,5/19/2002,BAKER CANYON,0,"Hurley,Carl",365030,4695925,,364992,4696625,,,,,,,,,,,,,,,,Y
153.47,F,0,1,5,3.9,8.9,1998,73A,0,Swather,Other,6.22,5.6,8.87,7.11,52.31,0,52.31,EAST FORK,3.9,6/20/1998,6/25/1998,6/16/1998,5/19/1998,EAST FORK,0,,351806,4713944,5000,351640,4714219,,,,,,,,,,,,,,,,
153.12,F,0,1,7,6.45,13.45,1999,56,1,PossibleInjury,Other,3.91,4.81,2.64,0,0,0,0,TRAIL CANYON,6.45,6/5/1999,6/12/1999,5/29/1999,5/19/1999,TRAIL CANYON,0,"PARTRIDGE, KAREN F.",0,0,,329441,4690961,,,,,,,,,,,,,,,,
153.52,M,1,1,54,7.73,61.73,1999,73A,0,Injurytoleg,Other,3.91,4.81,14.18,11.54,63.829,14.18,78.01,SAND HOLLOW,7.73,6/14/1999,8/7/1999,6/6/1999,5/19/1999,SAND HOLLOW,0,DENNINGS,0,0,,352456,4710837,,,,,,,,,,,,,,,,
153.54,M,1,1,100,9,109,1999,73A,0,FenceAcc,Other,3.91,4.81,14.18,11.54,63.829,14.18,78.01,SAND HOLLOW,9,6/7/1999,9/15/1999,5/29/1999,5/19/1999,SAND HOLLOW,0,HURLEY,354742,4709773,,353758,4709762,,,,,,,,,,,,,,,,
153.13,M,1,1,37,6.45,43.45,2000,56,1,DomesticDogPred,Other,1.02,3,1.76,0,0,0,0,VAN KAMP CRK,6.45,6/6/2000,7/13/2000,5/30/2000,5/19/2000,VAN KAMP CRK,0,"ELAM,TODD,SMITH,NIEL",0,0,,330630,4688632,,,,,,,,,,,,,,,,
153.58,M,1,1,32,1.35,33.35,2000,56,1,FenceAcc,Other,1.02,3,1.76,0,0,0,0,SIDE CANYON,1.35,6/6/2000,7/8/2000,6/4/2000,5/19/2000,SIDE CANYON,0,"JUZA,ANNA",0,0,,342975,4696490,,,,,,,,,,,,,,,,
153.14,F,0,1,140,3.5,143.5,2002,56,1,LegalHar,Other,2.65,4.52,1.32,0,0,0,0,VAN/SHIRLEY DIVIDE,3.5,6/3/2002,10/21/2002,5/30/2002,5/19/2002,VAN/SHIRLEY DIVIDE,0,"Gunnell,Jared,Chris",0,0,,0,0,,,,,,,,,,,,,,,,Y
153.059,F,0,1,14,16.65,30.65,1998,56,1,Possiblecoyote,Predation,6.22,5.6,1.76,0,0,0,0,S HEGLAR,16.65,7/1/1998,7/15/1998,6/14/1998,5/19/1998,S HEGLAR,0,"HURLEY, ANDERSON",326934,4699969,5500,0,0,,,,,,,,,,,,,,,,
153.231,F,0,1,132,0,132,1998,56,1,Possiblecoyote,Predation,6.22,5.6,1.76,0,0,0,0,FALL CR,0,6/7/1998,10/17/1998,6/7/1998,5/19/1998,FALL CR,0,,0,0,,0,0,,,,,,,,,,,,,,,,
153.21,M,1,1,42,3.9,45.9,1998,73A,0,EaglePre,Predation,6.22,5.6,8.87,7.11,52.31,0,52.31,EAST FORK,3.9,6/10/1998,7/22/1998,6/6/1998,5/19/1998,EAST FORK,0,,351879,4713798,5100,0,0,,,,,,,,,,,,,,,,
153.31,M,1,1,5,11.55,16.55,1999,73A,0,PossibleCoyote,Predation,3.91,4.81,14.18,11.54,63.829,14.18,78.01,LAKE CANYON,11.55,6/9/1999,6/14/1999,5/28/1999,5/19/1999,LAKE CANYON,0,HURLEY,366684,4698100,,366098,4698114,,,,,,,,,,,,,,,,
153.64,F,0,1,11,1.35,12.35,1999,73A,0,PossibleCoyote,Predation,3.91,4.81,14.18,11.54,63.829,14.18,78.01,NICKISCH DRAW?,1.35,6/9/1999,6/20/1999,6/7/1999,5/19/1999,BAKER CANYON,0,"HURLEY, NICKISCH",364919,4693423,,365100,4694316,,,,,,,,,,,,,,,,
153.06,F,0,1,63,6.45,69.45,2000,56,1,UnknownPred,Predation,1.02,3,1.76,0,0,0,0,FALL CR,6.45,6/13/2000,8/15/2000,6/6/2000,5/19/2000,FALL CR,0,"HOLMAN, OLSEN,PRICE",0,0,,331962,4690038,,,,,,,,,,,,,,,,
153.09,M,1,1,106,0,106,2000,56,1,PossibleCoyote,Predation,1.02,3,1.76,0,0,0,0,TWIN CANYONS,0,6/12/2000,9/26/2000,6/12/2000,5/19/2000,TWIN CANYONS,0,"OLSEN,HOLMAN,PRICE",0,0,,338756,4687566,,,,,,,,,,,,,,,,
153.19,F,0,1,100,14.1,114.1,2000,56,1,Possiblecoyote,Predation,1.02,3,1.76,0,0,0,0,VAN KAMP CRK,14.1,6/12/2000,9/20/2000,5/28/2000,5/19/2000,VAN KAMP CRK,0,"GUNNELL, SANDS",0,0,,328985,4687835,,,,,,,,,,,,,,,,
153.22,F,0,1,89,9,98,2000,56,1,UnknownP,Predation,1.02,3,1.76,0,0,0,0,ASPEN MTN,9,6/7/2000,9/4/2000,5/29/2000,5/19/2000,ASPEN MTN,0,"KUCK,HURLEY",346997,4680098,6350,347251,4680571,,,,,,,,,,,,,,,,
153,M,1,1,163,9,172,2000,73A,0,UnknownPred,Predation,1.02,3,8.87,7.11,79.78,14.18,93.97,SAGEHEN SPRINGS,9,6/5/2000,11/15/2000,5/27/2000,5/19/2000,SAGEHEN SPRINGS,0,"GUNNELL, MAC",356616,4686786,5960,352545,4666817,,,,,,,,,,,,,,,,
153.01,F,0,1,107,9,116,2000,73A,0,UnknownPred,Predation,1.02,3,8.87,7.11,79.78,14.18,93.97,SAGEHEN SPRINGS,9,6/5/2000,9/20/2000,5/27/2000,5/19/2000,SAGEHEN SPRINGS,0,"GUNNELL, MAC",356616,4686786,5960,355450,4686663,,,,,,,,,,,,,,,,
153.44,F,0,1,121,6.45,127.45,2000,73A,0,ProbablePred,Predation,1.02,3,8.87,7.11,79.78,14.18,93.97,SAGEHEN SPRINGS,6.45,6/6/2000,10/5/2000,5/30/2000,5/19/2000,SAGEHEN SPRINGS,0, GUNNELL,357892,4688655,6600,357242,4688980,,,,,,,,,,,,,,,,
153.249,M,1,1,5,9,14,2001,56,1,UnknownPred,Predation,2.83,3.01,2.2,0,0,0,0,SUBLETT TROUGHS,9,6/6/2001,6/11/2001,5/28/2001,5/19/2001,SUBLETT TROUGHS,0,"GUNNELL, SEGLUND",343231,4681008,,343135,4680934,,,,,,,,,,,,,,,,
153.34,M,1,1,14,1.35,15.35,2002,56,1,Possiblecoyote,Predation,2.65,4.52,1.32,0,0,0,0,GREEN MTN,1.35,6/4/2002,6/18/2002,6/2/2002,5/19/2002,GREEN MTN,0,"Compton,Anderson",344837,4681410,,344572,4681065,,,,,,,,,,,,,,,,Y
153.58,F,0,1,112,3.9,115.9,2002,56,1,Possiblecoyote,Predation,2.65,4.52,1.32,0,0,0,0,SIDE CANYON,3.9,6/3/2002,9/23/2002,5/30/2002,5/19/2002,SIDE CANYON,0,"Juza,Crawford",342623,4694368,,343427,4694206,,,,,,,,,,,,,,,,Y
153.09,M,1,1,99,11.55,110.55,1999,56,1,Unknown,Unknown,3.91,4.81,2.64,0,0,0,0,WINDY CANYON,11.55,6/13/1999,9/20/1999,6/1/1999,5/19/1999,WINDY CANYON,0,"HURLEY, HANSEN",342962,4694332,5960,343285,4694369,,,,,,,,,,,,,,,,
153.38,F,0,1,147,3.9,150.9,1999,73A,0,Unknown,Unknown,3.91,4.81,14.18,11.54,63.829,14.18,78.01,LAKE CANYON,3.9,6/8/1999,11/2/1999,6/4/1999,5/19/1999,LAKE CANYON,0,"KNICKISCH, CANDERSON",367005,4697526,5640,365998,4696343,,,,,,,,,,,,,,,,
153.55,M,1,1,71,3.9,74.9,1999,73A,0,Unknown,Unknown,3.91,4.81,14.18,11.54,63.829,14.18,78.01,HOLLOW CRK,3.9,6/10/1999,8/20/1999,6/6/1999,5/19/1999,HOLLOW CRK,0,HURLEY,0,0,,0,0,,,,,,,,,,,,,,,,
153.37,F,0,1,125,11.55,136.55,2000,56,1,Unknown,Unknown,1.02,3,1.76,0,0,0,0,SUBLETT TROUGHS,11.55,6/16/2000,10/19/2000,6/4/2000,5/19/2000,SUBLETT TROUGHS,0,"HURLEY,HOLLIE,AMY,PO",343162,4682922,,343455,4682015,,,,,,,,,,,,,,,,
153.27,M,1,1,170,11.55,181.55,2000,73A,0,Unknown,Unknown,1.02,3,8.87,7.11,79.78,14.18,93.97,LAKE CANYON,11.55,6/13/2000,11/30/2000,6/1/2000,5/19/2000,LAKE CANYON,0,"HURLEY,SCOTT,JULES",366110,4697652,,355687,4685395,,,,,,,,,,,,,,,,
153.07,M,1,1,7,1.35,8.35,2002,56,1,Unknown,Unknown,2.65,4.52,1.32,0,0,0,0,VAN KAMP,1.35,6/12/2002,6/19/2002,6/10/2002,5/19/2002,VAN KAMP,0,"Gunnell,Jared,Chris",329653,4689734,,329225,4690509,,,,,,,,,,,,,,,,Y
153.29,M,1,1,6,1.35,7.35,2002,56,1,Unknown,Unknown,2.65,4.52,1.32,0,0,0,0,VAN KAMP,1.35,6/12/2002,6/18/2002,6/10/2002,5/19/2002,VAN KAMP,0,"Gunnell,Jared,Chris",329653,4689734,,329867,4689977,,,,,,,,,,,,,,,,Y
153.33,F,0,1,55,11.55,66.55,2002,73A,0,Unknown,Unknown,2.65,4.52,2.66,1.34,101.95,23.94,125.88,N. STEWART CYN,11.55,6/9/2002,8/3/2002,5/28/2002,5/19/2002,N. STEWART CYN,0,"Clay,Muir",0,0,,357875,4690867,,,,,,,,,,,,,,,,Y
153.87,F,0,1,57,1.35,58.35,2002,73A,0,Probable Coyote,Coyote,2.65,4.52,2.66,1.34,101.95,23.94,125.88,N. STEWART CYN,1.35,6/5/2002,8/1/2002,6/3/2002,5/19/2002,N. STEWART CYN,0,"Muir,Sean",0,0,,351773,4691498,,,,,,,,,,,,,,,,Y
153.053,M,1,1,30,3.9,33.9,1998,73A,0,Unknown,Unknown,6.22,5.6,8.87,7.11,52.31,0,52.31,BAKER CANYON,3.9,6/3/1998,7/3/1998,5/30/1998,5/19/1998,BAKER CANYON,0,HURLEY,365160,4695332,6100,0,0,,,,,,,,,,,,,,,,
